"uuid";"Родитель_Key";"ЭтоГруппа";"Наименование";"Уровень";"Уровень_1";"Уровень_2";"Уровень_3";"Уровень_4";"Уровень_5";"Уровень_6"
a86bf69e-c490-11ec-aa0f-505dac4282cc;"00000000-0000-0000-0000-000000000000";true;AGT;1;AGT;AGT;AGT;AGT;AGT;AGT
ea3a9f03-c491-11ec-aa0f-505dac4282cc;f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-2050;3;AGT;Настенные Профиля;LB-2050;LB-2050;LB-2050;LB-2050
"12cb017b-4bc9-11ee-8c21-88fe3e5d9ab2";f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-2200;3;AGT;Настенные Профиля;LB-2200;LB-2200;LB-2200;LB-2200
bd77f5ce-c518-11ec-aa0f-505dac4282cc;f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-2200-Y;3;AGT;Настенные Профиля;LB-2200-Y;LB-2200-Y;LB-2200-Y;LB-2200-Y
c229641e-fd04-11ec-aa19-505dac4282cc;f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-2250;3;AGT;Настенные Профиля;LB-2250;LB-2250;LB-2250;LB-2250
cb8582e5-c518-11ec-aa0f-505dac4282cc;f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-3771;3;AGT;Настенные Профиля;LB-3771;LB-3771;LB-3771;LB-3771
b84cda97-fd05-11ec-aa19-505dac4282cc;f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-3783;3;AGT;Настенные Профиля;LB-3783;LB-3783;LB-3783;LB-3783
"78284a6f-ebcf-11ed-aa30-505dac4282cc";f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-3786;3;AGT;Настенные Профиля;LB-3786;LB-3786;LB-3786;LB-3786
"4f3ff731-fd06-11ec-aa19-505dac4282cc";f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-3821;3;AGT;Настенные Профиля;LB-3821;LB-3821;LB-3821;LB-3821
"432d9a8d-8ea7-11ee-8c25-c480eee4e001";f51f7c34-c491-11ec-aa0f-505dac4282cc;false;LB-5014 Акустический ;3;AGT;Настенные Профиля;LB-5014 Акустический ;LB-5014 Акустический ;LB-5014 Акустический ;LB-5014 Акустический 
f51f7c34-c491-11ec-aa0f-505dac4282cc;a86bf69e-c490-11ec-aa0f-505dac4282cc;true;Настенные Профиля;2;AGT;Настенные Профиля;Настенные Профиля;Настенные Профиля;Настенные Профиля;Настенные Профиля
"2a0a9b7d-fd05-11ec-aa19-505dac4282cc";f51f7c34-c491-11ec-aa0f-505dac4282cc;false;Углы для профилей A;3;AGT;Настенные Профиля;Углы для профилей A;Углы для профилей A;Углы для профилей A;Углы для профилей A
"6b09bb3a-fd05-11ec-aa19-505dac4282cc";f51f7c34-c491-11ec-aa0f-505dac4282cc;false;Углы для профилей B;3;AGT;Настенные Профиля;Углы для профилей B;Углы для профилей B;Углы для профилей B;Углы для профилей B
a1ad7c7f-b57a-11f0-8c5e-a6abec9b25d5;"00000000-0000-0000-0000-000000000000";true;Dafna Projekt;1;Dafna Projekt;Dafna Projekt;Dafna Projekt;Dafna Projekt;Dafna Projekt;Dafna Projekt
aaa6b446-b57a-11f0-8c5e-a6abec9b25d5;"00000000-0000-0000-0000-000000000000";true;EM Projekt;1;EM Projekt;EM Projekt;EM Projekt;EM Projekt;EM Projekt;EM Projekt
c9d281d7-d195-11f0-8c61-928b0394eb9e;aaa6b446-b57a-11f0-8c5e-a6abec9b25d5;false;MAFF PROJECT;2;EM Projekt;MAFF PROJECT;MAFF PROJECT;MAFF PROJECT;MAFF PROJECT;MAFF PROJECT
"595d0eaa-421b-11f1-8c6e-876486533714";aaa6b446-b57a-11f0-8c5e-a6abec9b25d5;false;Услуги;2;EM Projekt;Услуги;Услуги;Услуги;Услуги;Услуги
"71bb3270-ea87-11ee-8c2b-d498ad7c6c82";"00000000-0000-0000-0000-000000000000";true;Knauf;1;Knauf;Knauf;Knauf;Knauf;Knauf;Knauf
"34bef269-ea88-11ee-8c2b-d498ad7c6c82";"71bb3270-ea87-11ee-8c2b-d498ad7c6c82";false;Акустические панели;2;Knauf;Акустические панели;Акустические панели;Акустические панели;Акустические панели;Акустические панели
f0314e48-ea87-11ee-8c2b-d498ad7c6c82;"71bb3270-ea87-11ee-8c2b-d498ad7c6c82";false;Комплектующие;2;Knauf;Комплектующие;Комплектующие;Комплектующие;Комплектующие;Комплектующие
"40d0a895-fc8e-11ee-8c2c-d0ba8768f0dd";"00000000-0000-0000-0000-000000000000";true;Krono Floor SPC (Китай);1;Krono Floor SPC (Китай);Krono Floor SPC (Китай);Krono Floor SPC (Китай);Krono Floor SPC (Китай);Krono Floor SPC (Китай);Krono Floor SPC (Китай)
"7ff6e6bb-e7af-11ef-8c33-ac5a3889fd1c";"40d0a895-fc8e-11ee-8c2c-d0ba8768f0dd";false;SPC Китай ;2;Krono Floor SPC (Китай);SPC Китай ;SPC Китай ;SPC Китай ;SPC Китай ;SPC Китай 
"5ff9b26e-fc8e-11ee-8c2c-d0ba8768f0dd";"40d0a895-fc8e-11ee-8c2c-d0ba8768f0dd";false;SPC Китай (Елка);2;Krono Floor SPC (Китай);SPC Китай (Елка);SPC Китай (Елка);SPC Китай (Елка);SPC Китай (Елка);SPC Китай (Елка)
b7c36e2d-0c90-11f1-8c67-da8e39b70df6;e2fad13c-f2d3-11f0-8c63-969e646f88b4;false;SAG Gravity битум плитка;2;SAG битум плитка;SAG Gravity битум плитка;SAG Gravity битум плитка;SAG Gravity битум плитка;SAG Gravity битум плитка;SAG Gravity битум плитка
"85348866-1f60-11f1-8c6b-f9a26d9301b2";e2fad13c-f2d3-11f0-8c63-969e646f88b4;false;SAG Lines битум Плитка;2;SAG битум плитка;SAG Lines битум Плитка;SAG Lines битум Плитка;SAG Lines битум Плитка;SAG Lines битум Плитка;SAG Lines битум Плитка
e2fad13c-f2d3-11f0-8c63-969e646f88b4;"00000000-0000-0000-0000-000000000000";true;SAG битум плитка;1;SAG битум плитка;SAG битум плитка;SAG битум плитка;SAG битум плитка;SAG битум плитка;SAG битум плитка
"00311a8c-f38e-11f0-8c63-969e646f88b4";e2fad13c-f2d3-11f0-8c63-969e646f88b4;false;SAG битум плитка образцы;2;SAG битум плитка;SAG битум плитка образцы;SAG битум плитка образцы;SAG битум плитка образцы;SAG битум плитка образцы;SAG битум плитка образцы
"6fdf56e0-3180-11f1-8c6d-eac0bdb30edb";"00000000-0000-0000-0000-000000000000";true;SIGMA DECOR;1;SIGMA DECOR;SIGMA DECOR;SIGMA DECOR;SIGMA DECOR;SIGMA DECOR;SIGMA DECOR
"8fbcce3e-3180-11f1-8c6d-eac0bdb30edb";"6fdf56e0-3180-11f1-8c6d-eac0bdb30edb";false;Плиты;2;SIGMA DECOR;Плиты;Плиты;Плиты;Плиты;Плиты
"00a22192-8983-11f0-8c56-c2dfe5d26ffe";"77d6a721-8982-11f0-8c56-c2dfe5d26ffe";false;Vetonit Наливной пол;2;Vetonit Наливной пол + грунтовка;Vetonit Наливной пол;Vetonit Наливной пол;Vetonit Наливной пол;Vetonit Наливной пол;Vetonit Наливной пол
"77d6a721-8982-11f0-8c56-c2dfe5d26ffe";"00000000-0000-0000-0000-000000000000";true;Vetonit Наливной пол + грунтовка;1;Vetonit Наливной пол + грунтовка;Vetonit Наливной пол + грунтовка;Vetonit Наливной пол + грунтовка;Vetonit Наливной пол + грунтовка;Vetonit Наливной пол + грунтовка;Vetonit Наливной пол + грунтовка
"47e95aff-8983-11f0-8c56-c2dfe5d26ffe";"77d6a721-8982-11f0-8c56-c2dfe5d26ffe";false;Vetonit грунтовка;2;Vetonit Наливной пол + грунтовка;Vetonit грунтовка;Vetonit грунтовка;Vetonit грунтовка;Vetonit грунтовка;Vetonit грунтовка
"8cd1e37c-8e2b-11f0-8c57-d856a17cbfbb";"00000000-0000-0000-0000-000000000000";true;WPC панели (бамбуковые);1;WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые)
d5642693-8e2b-11f0-8c57-d856a17cbfbb;"8cd1e37c-8e2b-11f0-8c57-d856a17cbfbb";false;WPC панели (бамбуковые);2;WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые);WPC панели (бамбуковые)
"76077834-c6bf-11f0-8c60-ed99052a37f1";"8cd1e37c-8e2b-11f0-8c57-d856a17cbfbb";false;Наконеч и соед для WPC панелей;2;WPC панели (бамбуковые);Наконеч и соед для WPC панелей;Наконеч и соед для WPC панелей;Наконеч и соед для WPC панелей;Наконеч и соед для WPC панелей;Наконеч и соед для WPC панелей
a66b1e63-390c-11f1-8c6e-876486533714;"63ac491c-3f13-11ed-aa23-505dac4282cc";true;!!!!!!!!!!!!!!!!!!;2;_Удл;!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!
"2173ecef-3d72-11f1-8c6e-876486533714";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;"10/33";2;_Удл;"10/33";"10/33";"10/33";"10/33";"10/33"
"33919037-3d72-11f1-8c6e-876486533714";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;"12/33";2;_Удл;"12/33";"12/33";"12/33";"12/33";"12/33"
"2338f332-390e-11f1-8c6e-876486533714";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;"6/31";2;_Удл;"6/31";"6/31";"6/31";"6/31";"6/31"
f1822211-3d51-11f1-8c6e-876486533714;"63ac491c-3f13-11ed-aa23-505dac4282cc";true;"7/31";2;_Удл;"7/31";"7/31";"7/31";"7/31";"7/31"
"1347f961-3d52-11f1-8c6e-876486533714";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;"8/32";2;_Удл;"8/32";"8/32";"8/32";"8/32";"8/32"
f733978e-3d71-11f1-8c6e-876486533714;"63ac491c-3f13-11ed-aa23-505dac4282cc";true;"8/33";2;_Удл;"8/33";"8/33";"8/33";"8/33";"8/33"
"73c69d8b-a966-11ef-8c33-cc8ada3678f3";"63ac491c-3f13-11ed-aa23-505dac4282cc";false;Classic Baguette Венеция ПО В5.3 35х800х2000 Белый;2;_Удл;Classic Baguette Венеция ПО В5.3 35х800х2000 Белый;Classic Baguette Венеция ПО В5.3 35х800х2000 Белый;Classic Baguette Венеция ПО В5.3 35х800х2000 Белый;Classic Baguette Венеция ПО В5.3 35х800х2000 Белый;Classic Baguette Венеция ПО В5.3 35х800х2000 Белый
"19e002cd-7454-11f0-8c54-cbf89a94249a";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Gapsys Скрытые вытяжные вентиляторы;2;_Удл;Gapsys Скрытые вытяжные вентиляторы;Gapsys Скрытые вытяжные вентиляторы;Gapsys Скрытые вытяжные вентиляторы;Gapsys Скрытые вытяжные вентиляторы;Gapsys Скрытые вытяжные вентиляторы
"7072363d-1f60-11f1-8c6b-f9a26d9301b2";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;SAG Lines;2;_Удл;SAG Lines;SAG Lines;SAG Lines;SAG Lines;SAG Lines
"7072373e-1f60-11f1-8c6b-f9a26d9301b2";"7072363d-1f60-11f1-8c6b-f9a26d9301b2";true;SAG Lines;3;_Удл;SAG Lines;SAG Lines;SAG Lines;SAG Lines;SAG Lines
"766cc7f8-1f60-11f1-8c6b-f9a26d9301b2";"7072373e-1f60-11f1-8c6b-f9a26d9301b2";false;SAG Lines;4;_Удл;SAG Lines;SAG Lines;SAG Lines;SAG Lines;SAG Lines
"38784296-0ffc-11ee-8c1f-81d2968293f9";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;____УДЛ___Бамонт;2;_Удл;____УДЛ___Бамонт;____УДЛ___Бамонт;____УДЛ___Бамонт;____УДЛ___Бамонт;____УДЛ___Бамонт
"0c5169e3-5409-11ec-a9fd-505dac4282cc";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;___УДЛ___Кронопол;2;_Удл;___УДЛ___Кронопол;___УДЛ___Кронопол;___УДЛ___Кронопол;___УДЛ___Кронопол;___УДЛ___Кронопол
"63ac491c-3f13-11ed-aa23-505dac4282cc";"00000000-0000-0000-0000-000000000000";true;_Удл;1;_Удл;_Удл;_Удл;_Удл;_Удл;_Удл
d287535c-390b-11f1-8c6e-876486533714;"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Бамонт;2;_Удл;Бамонт;Бамонт;Бамонт;Бамонт;Бамонт
d8f0854e-390b-11f1-8c6e-876486533714;"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Бамонт;2;_Удл;Бамонт;Бамонт;Бамонт;Бамонт;Бамонт
aaac0139-9fc8-11ee-8c27-c862deca6261;"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Двери;2;_Удл;Двери;Двери;Двери;Двери;Двери
"2ed7028e-6723-11ed-aa25-505dac4282cc";"204b48e7-22a8-11f1-8c6b-f9a26d9301b2";true;LIGHT 7мм/31;3;_Удл;Кроношпан Егорьевск;LIGHT 7мм/31;LIGHT 7мм/31;LIGHT 7мм/31;LIGHT 7мм/31
"204b48e7-22a8-11f1-8c6b-f9a26d9301b2";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Кроношпан Егорьевск;2;_Удл;Кроношпан Егорьевск;Кроношпан Егорьевск;Кроношпан Егорьевск;Кроношпан Егорьевск;Кроношпан Егорьевск
c150102a-e818-11ed-aa2e-505dac4282cc;"01c9f23f-2445-11ed-aa20-505dac4282cc";true;Binyl Pro;3;_Удл;Кроношпан Сморгонь;Binyl Pro;Binyl Pro;Binyl Pro;Binyl Pro
"01c9f23f-2445-11ed-aa20-505dac4282cc";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Кроношпан Сморгонь;2;_Удл;Кроношпан Сморгонь;Кроношпан Сморгонь;Кроношпан Сморгонь;Кроношпан Сморгонь;Кроношпан Сморгонь
ded7dd5f-c140-11f0-8c60-ed99052a37f1;"63ac491c-3f13-11ed-aa23-505dac4282cc";false;ЛП 8мм 33кл фаска BIOM;2;_Удл;ЛП 8мм 33кл фаска BIOM;ЛП 8мм 33кл фаска BIOM;ЛП 8мм 33кл фаска BIOM;ЛП 8мм 33кл фаска BIOM;ЛП 8мм 33кл фаска BIOM
bca79dd4-2f99-11ef-8c2d-e3b23f4f9065;"63ac491c-3f13-11ed-aa23-505dac4282cc";false;Образцы (Шоурум);2;_Удл;Образцы (Шоурум);Образцы (Шоурум);Образцы (Шоурум);Образцы (Шоурум);Образцы (Шоурум)
"335650a0-d4c3-11ef-8c33-ac5a3889fd1c";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Под заказ;2;_Удл;Под заказ;Под заказ;Под заказ;Под заказ;Под заказ
"08cada3c-37f4-11f1-8c6e-876486533714";"63ac491c-3f13-11ed-aa23-505dac4282cc";true;Установка дверей;2;_Удл;Установка дверей;Установка дверей;Установка дверей;Установка дверей;Установка дверей
a07b17d7-38bb-11f1-8c6e-876486533714;"63ac491c-3f13-11ed-aa23-505dac4282cc";false;Цилиндровый механизм Status с вертушкой 90 mm (45+;2;_Удл;Цилиндровый механизм Status с вертушкой 90 mm (45+;Цилиндровый механизм Status с вертушкой 90 mm (45+;Цилиндровый механизм Status с вертушкой 90 mm (45+;Цилиндровый механизм Status с вертушкой 90 mm (45+;Цилиндровый механизм Status с вертушкой 90 mm (45+
f4e09989-0c19-11ee-8c1f-81d2968293f9;c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Montelux;3;_Удл;удалить;Montelux;Montelux;Montelux;Montelux
"5184d8c9-1137-11f0-8c3b-ad030985df5e";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Silkwood;3;_Удл;удалить;Silkwood;Silkwood;Silkwood;Silkwood
"6b3213e0-eceb-11ee-8c2c-d0ba8768f0dd";c7a3625a-92a8-11eb-a9d7-505dac4282cb;false;White box 8/32 фаска;3;_Удл;удалить;White box 8/32 фаска;White box 8/32 фаска;White box 8/32 фаска;White box 8/32 фаска
"2c8191f3-f16e-11ed-aa30-505dac4282cc";d508b986-d526-11ed-aa29-505dac4282cc;true;Vinart;4;_Удл;удалить;_Ручка поворотная ;Vinart;Vinart;Vinart
cebcb087-363e-11ed-aa22-505dac4282cc;ecd1efb7-d526-11ed-aa29-505dac4282cc;false;BLADE TL GR-23 графит;5;_Удл;удалить;_Ручка поворотная ;_Механизм под поворотный;BLADE TL GR-23 графит;BLADE TL GR-23 графит
"09da1fdc-3666-11ed-aa22-505dac4282cc";ecd1efb7-d526-11ed-aa29-505dac4282cc;false;BLADE TL WH-19 белый;5;_Удл;удалить;_Ручка поворотная ;_Механизм под поворотный;BLADE TL WH-19 белый;BLADE TL WH-19 белый
d8158f75-3669-11ed-aa22-505dac4282cc;ecd1efb7-d526-11ed-aa29-505dac4282cc;false;Columba LD80-1AB/GP-7 бронза/золото;5;_Удл;удалить;_Ручка поворотная ;_Механизм под поворотный;Columba LD80-1AB/GP-7 бронза/золото;Columba LD80-1AB/GP-7 бронза/золото
"617088e5-34dd-11ed-aa22-505dac4282cc";ecd1efb7-d526-11ed-aa29-505dac4282cc;false;FLY SL BL-24 черный Поворотный механизм;5;_Удл;удалить;_Ручка поворотная ;_Механизм под поворотный;FLY SL BL-24 черный Поворотный механизм;FLY SL BL-24 черный Поворотный механизм
"4eeb6fcb-34df-11ed-aa22-505dac4282cc";ecd1efb7-d526-11ed-aa29-505dac4282cc;false;FLY SL BL-24 черный Цилиндрический механизм;5;_Удл;удалить;_Ручка поворотная ;_Механизм под поворотный;FLY SL BL-24 черный Цилиндрический механизм;FLY SL BL-24 черный Цилиндрический механизм
ecd1efb7-d526-11ed-aa29-505dac4282cc;d508b986-d526-11ed-aa29-505dac4282cc;true;_Механизм под поворотный;4;_Удл;удалить;_Ручка поворотная ;_Механизм под поворотный;_Механизм под поворотный;_Механизм под поворотный
cd96e8f6-363d-11ed-aa22-505dac4282cc;e49b1584-d526-11ed-aa29-505dac4282cc;false;BLADE TL BL-24 черный;5;_Удл;удалить;_Ручка поворотная ;_Механизм под цилиндр;BLADE TL BL-24 черный;BLADE TL BL-24 черный
e49b1584-d526-11ed-aa29-505dac4282cc;d508b986-d526-11ed-aa29-505dac4282cc;true;_Механизм под цилиндр;4;_Удл;удалить;_Ручка поворотная ;_Механизм под цилиндр;_Механизм под цилиндр;_Механизм под цилиндр
dcbc7289-d526-11ed-aa29-505dac4282cc;d508b986-d526-11ed-aa29-505dac4282cc;true;_Накладка;4;_Удл;удалить;_Ручка поворотная ;_Накладка;_Накладка;_Накладка
ecd1efb8-d526-11ed-aa29-505dac4282cc;d508b986-d526-11ed-aa29-505dac4282cc;true;_Петли;4;_Удл;удалить;_Ручка поворотная ;_Петли;_Петли;_Петли
d508b986-d526-11ed-aa29-505dac4282cc;c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;_Ручка поворотная ;3;_Удл;удалить;_Ручка поворотная ;_Ручка поворотная ;_Ручка поворотная ;_Ручка поворотная 
c75f1fa3-d526-11ed-aa29-505dac4282cc;d508b986-d526-11ed-aa29-505dac4282cc;true;_Ручки раздельные;4;_Удл;удалить;_Ручка поворотная ;_Ручки раздельные;_Ручки раздельные;_Ручки раздельные
"0196ac18-d527-11ed-aa29-505dac4282cc";d508b986-d526-11ed-aa29-505dac4282cc;true;_Скрытый Автопорог;4;_Удл;удалить;_Ручка поворотная ;_Скрытый Автопорог;_Скрытый Автопорог;_Скрытый Автопорог
f6dc16ea-d526-11ed-aa29-505dac4282cc;d508b986-d526-11ed-aa29-505dac4282cc;true;_Упоры дверные;4;_Удл;удалить;_Ручка поворотная ;_Упоры дверные;_Упоры дверные;_Упоры дверные
f6dc16e9-d526-11ed-aa29-505dac4282cc;f6dc16ea-d526-11ed-aa29-505dac4282cc;true;_Цилиндр (сердцевина);5;_Удл;удалить;_Ручка поворотная ;_Упоры дверные;_Цилиндр (сердцевина);_Цилиндр (сердцевина)
f7ea6c99-f170-11ed-aa30-505dac4282cc;d508b986-d526-11ed-aa29-505dac4282cc;true;Напольный плинтус со¶съемной панелью 709¶TERA 72 м;4;_Удл;удалить;_Ручка поворотная ;Напольный плинтус со¶съемной панелью 709¶TERA 72 м;Напольный плинтус со¶съемной панелью 709¶TERA 72 м;Напольный плинтус со¶съемной панелью 709¶TERA 72 м
"31246b97-f170-11ed-aa30-505dac4282cc";d508b986-d526-11ed-aa29-505dac4282cc;true;Плинтуса Винарт;4;_Удл;удалить;_Ручка поворотная ;Плинтуса Винарт;Плинтуса Винарт;Плинтуса Винарт
b39e2bb1-abbd-11ee-8c27-c862deca6261;c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Антиплинтус;3;_Удл;удалить;Антиплинтус;Антиплинтус;Антиплинтус;Антиплинтус
"6493ab09-82be-11ee-8c24-90ebb049f306";b39e2bb1-abbd-11ee-8c27-c862deca6261;false;Неаполь ПО АК Белый матовый сатинато;4;_Удл;удалить;Антиплинтус;Неаполь ПО АК Белый матовый сатинато;Неаполь ПО АК Белый матовый сатинато;Неаполь ПО АК Белый матовый сатинато
e18ad17d-ab96-11ee-8c27-c862deca6261;b39e2bb1-abbd-11ee-8c27-c862deca6261;true;Плинтус волнистый;4;_Удл;удалить;Антиплинтус;Плинтус волнистый;Плинтус волнистый;Плинтус волнистый
"35e2c948-abc0-11ee-8c27-c862deca6261";e18ad17d-ab96-11ee-8c27-c862deca6261;true;Плинтус плоский накладной;5;_Удл;удалить;Антиплинтус;Плинтус волнистый;Плинтус плоский накладной;Плинтус плоский накладной
"8952f8cb-ab94-11ee-8c27-c862deca6261";"35e2c948-abc0-11ee-8c27-c862deca6261";true;Плинтус скрытого монтажа;6;_Удл;удалить;Антиплинтус;Плинтус волнистый;Плинтус плоский накладной;Плинтус скрытого монтажа
a52a9e91-9806-11ee-8c27-c862deca6261;b39e2bb1-abbd-11ee-8c27-c862deca6261;false;Фурнитура Дубликатов;4;_Удл;удалить;Антиплинтус;Фурнитура Дубликатов;Фурнитура Дубликатов;Фурнитура Дубликатов
"91fc18e6-85f8-11ee-8c24-90ebb049f306";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Венеция ПГ В3 матовый кремовый;3;_Удл;удалить;Венеция ПГ В3 матовый кремовый;Венеция ПГ В3 матовый кремовый;Венеция ПГ В3 матовый кремовый;Венеция ПГ В3 матовый кремовый
d6e402cd-3687-11ee-8c20-8d51ebf565a7;c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Маркентинг;3;_Удл;удалить;Маркентинг;Маркентинг;Маркентинг;Маркентинг
"93c19f0d-6156-11ec-a9fd-505dac4282cc";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8;3;_Удл;удалить;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8
"0a7ba8d2-7fa6-11ee-8c24-90ebb049f306";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Нестандарт  Комплектующих Filamuro;3;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Нестандарт  Комплектующих Filamuro;Нестандарт  Комплектующих Filamuro;Нестандарт  Комплектующих Filamuro
cf305424-357a-11ed-aa22-505dac4282cc;c8db150f-357a-11ed-aa22-505dac4282cc;true;Комплектующие Нестандарт;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Комплектующие Нестандарт;Комплектующие Нестандарт
b340316b-9810-11ee-8c27-c862deca6261;c8db150f-357a-11ed-aa22-505dac4282cc;false;Коробка ОУ 2440*75*32 с врезкой;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Коробка ОУ 2440*75*32 с врезкой;Коробка ОУ 2440*75*32 с врезкой
"90bdacc1-717b-11ee-8c24-90ebb049f306";c8db150f-357a-11ed-aa22-505dac4282cc;false;Коробка с упл Filomuro с врезкой Alu не стандарт;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Коробка с упл Filomuro с врезкой Alu не стандарт;Коробка с упл Filomuro с врезкой Alu не стандарт
"7714f658-82be-11ee-8c24-90ebb049f306";c8db150f-357a-11ed-aa22-505dac4282cc;true;Неаполь ПО АК;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Неаполь ПО АК;Неаполь ПО АК
ab7a845b-85fa-11ee-8c24-90ebb049f306;c8db150f-357a-11ed-aa22-505dac4282cc;false;Неаполь ПО АК Матовый кремовый Сатинато;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Неаполь ПО АК Матовый кремовый Сатинато;Неаполь ПО АК Матовый кремовый Сатинато
"269b8959-94ba-11ee-8c27-c862deca6261";c8db150f-357a-11ed-aa22-505dac4282cc;false;Неаполь ПО АК Серый матовый сатинато;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Неаполь ПО АК Серый матовый сатинато;Неаполь ПО АК Серый матовый сатинато
a5545c8a-a6af-11ec-aa0b-505dac4282cc;c8db150f-357a-11ed-aa22-505dac4282cc;false;Нестандарт Двери Classic Baguette;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Нестандарт Двери Classic Baguette;Нестандарт Двери Classic Baguette
"919e6e57-a6b0-11ec-aa0b-505dac4282cc";c8db150f-357a-11ed-aa22-505dac4282cc;false;Нестандарт Комплектующие Filomuro;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Нестандарт Комплектующие Filomuro;Нестандарт Комплектующие Filomuro
bce53b6e-dd8f-11ec-aa17-505dac4282cc;c8db150f-357a-11ed-aa22-505dac4282cc;false;ПГ Elen;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;ПГ Elen;ПГ Elen
"56cb53f6-d81c-11ec-aa15-505dac4282cc";c8db150f-357a-11ed-aa22-505dac4282cc;true;Петли гр;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Петли гр;Петли гр
"814ca769-aa31-11ee-8c27-c862deca6261";c8db150f-357a-11ed-aa22-505dac4282cc;false;Плинтус алюминиевый ВОЛНИСТЫЙ 80;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Плинтус алюминиевый ВОЛНИСТЫЙ 80;Плинтус алюминиевый ВОЛНИСТЫЙ 80
db05680f-aa31-11ee-8c27-c862deca6261;c8db150f-357a-11ed-aa22-505dac4282cc;false;Плинтус алюминиевый ПЛОСКИЙ 100;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Плинтус алюминиевый ПЛОСКИЙ 100;Плинтус алюминиевый ПЛОСКИЙ 100
"14fb0425-aa43-11ee-8c27-c862deca6261";c8db150f-357a-11ed-aa22-505dac4282cc;false;Плинтус алюминиевый ПЛОСКИЙ 40;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Плинтус алюминиевый ПЛОСКИЙ 40;Плинтус алюминиевый ПЛОСКИЙ 40
"9c5f5272-aa31-11ee-8c27-c862deca6261";c8db150f-357a-11ed-aa22-505dac4282cc;false;Плинтус алюминиевый ПЛОСКИЙ 60;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Плинтус алюминиевый ПЛОСКИЙ 60;Плинтус алюминиевый ПЛОСКИЙ 60
