"uuid";"Родитель_Key";"ЭтоГруппа";"Наименование";"Уровень";"Уровень_1";"Уровень_2";"Уровень_3";"Уровень_4";"Уровень_5";"Уровень_6"
"22527c46-526f-11f0-8c50-dc689ad6f211";ad6b4dd9-b78c-11ef-8c33-ac5a3889fd1c;false;Дуб с эффектами матовый;6;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;ДОБ014;Дуб с эффектами матовый
"12ba295d-cd0b-11f0-8c60-ed99052a37f1";ad6b4dd9-b78c-11ef-8c33-ac5a3889fd1c;false;Ламинатин;6;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;ДОБ014;Ламинатин
afd4bbbf-f0f0-11ef-8c34-ff845b378e2b;ad6b4dd9-b78c-11ef-8c33-ac5a3889fd1c;false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;ДОБ014;Полипропилен
f6d3e257-b884-11ef-8c33-ac5a3889fd1c;"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Доборы;4;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;Доборы;Доборы
"51280208-5270-11f0-8c50-dc689ad6f211";"4700e15f-5270-11f0-8c50-dc689ad6f211";false;Дуб с эффектами матовый;6;Двери;Волховец / Лайсвуд;Комплектующие;Карнизы;КРН167;Дуб с эффектами матовый
"4700e15f-5270-11f0-8c50-dc689ad6f211";"2b120a13-5270-11f0-8c50-dc689ad6f211";true;КРН167;5;Двери;Волховец / Лайсвуд;Комплектующие;Карнизы;КРН167;КРН167
"2b120a13-5270-11f0-8c50-dc689ad6f211";"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Карнизы;4;Двери;Волховец / Лайсвуд;Комплектующие;Карнизы;Карнизы;Карнизы
"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";"7b01cd9d-2f99-11ef-8c2d-e3b23f4f9065";true;Комплектующие;3;Двери;Волховец / Лайсвуд;Комплектующие;Комплектующие;Комплектующие;Комплектующие
"5a71781c-b882-11ef-8c33-ac5a3889fd1c";"52a29022-b882-11ef-8c33-ac5a3889fd1c";false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР003.07;Гладкая эмаль
"52a29022-b882-11ef-8c33-ac5a3889fd1c";"1dc36815-b882-11ef-8c33-ac5a3889fd1c";true;КОР003.07;5;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР003.07;КОР003.07
"5b4694eb-f0ed-11ef-8c34-ff845b378e2b";"52a29022-b882-11ef-8c33-ac5a3889fd1c";false;Ламинатин;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР003.07;Ламинатин
aa3ad76c-750f-11f0-8c54-cbf89a94249a;"52a29022-b882-11ef-8c33-ac5a3889fd1c";false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР003.07;Полипропилен
"69f031e1-750f-11f0-8c54-cbf89a94249a";"52a29022-b882-11ef-8c33-ac5a3889fd1c";false;Шпон с эффектом Naturwood;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР003.07;Шпон с эффектом Naturwood
"25111e62-9064-11f0-8c58-da259c30adc2";ee84e267-f0ed-11ef-8c34-ff845b378e2b;false;Бук без эффектов;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР013.07;Бук без эффектов
e7722bfa-750f-11f0-8c54-cbf89a94249a;ee84e267-f0ed-11ef-8c34-ff845b378e2b;false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР013.07;Гладкая эмаль
"5d27e64a-526d-11f0-8c50-dc689ad6f211";ee84e267-f0ed-11ef-8c34-ff845b378e2b;false;Дуб с эффектами матовый;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР013.07;Дуб с эффектами матовый
ee84e267-f0ed-11ef-8c34-ff845b378e2b;"1dc36815-b882-11ef-8c33-ac5a3889fd1c";true;КОР013.07;5;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР013.07;КОР013.07
"07446d9b-f0ee-11ef-8c34-ff845b378e2b";ee84e267-f0ed-11ef-8c34-ff845b378e2b;false;Ламинатин;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР013.07;Ламинатин
"220fa42e-7510-11f0-8c54-cbf89a94249a";ee84e267-f0ed-11ef-8c34-ff845b378e2b;false;ПЭТ;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР013.07;ПЭТ
"3e5f1b36-f0ee-11ef-8c34-ff845b378e2b";ee84e267-f0ed-11ef-8c34-ff845b378e2b;false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР013.07;Полипропилен
cc9daed8-b882-11ef-8c33-ac5a3889fd1c;b9bd86b7-b882-11ef-8c33-ac5a3889fd1c;false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР053.07;Гладкая эмаль
b9bd86b7-b882-11ef-8c33-ac5a3889fd1c;"1dc36815-b882-11ef-8c33-ac5a3889fd1c";true;КОР053.07;5;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР053.07;КОР053.07
"72f4ad52-7510-11f0-8c54-cbf89a94249a";b9bd86b7-b882-11ef-8c33-ac5a3889fd1c;false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР053.07;Полипропилен
"5a626b7d-7510-11f0-8c54-cbf89a94249a";b9bd86b7-b882-11ef-8c33-ac5a3889fd1c;false;Шпон с эффектом Naturwood;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОР053.07;Шпон с эффектом Naturwood
ffba5b17-b916-11ef-8c33-ac5a3889fd1c;"1dc36815-b882-11ef-8c33-ac5a3889fd1c";true;КОРН003.07 (Скрытый);5;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН003.07 (Скрытый);КОРН003.07 (Скрытый)
"85fbe7de-b917-11ef-8c33-ac5a3889fd1c";ffba5b17-b916-11ef-8c33-ac5a3889fd1c;false;Серебро;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН003.07 (Скрытый);Серебро
"00b522d0-9068-11f0-8c58-da259c30adc2";ffba5b17-b916-11ef-8c33-ac5a3889fd1c;false;Черный;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН003.07 (Скрытый);Черный
"234aebfa-7515-11f0-8c54-cbf89a94249a";b1bc2e0b-b917-11ef-8c33-ac5a3889fd1c;false;Золото;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН013.07 (Скрытый);Золото
b1bc2e0b-b917-11ef-8c33-ac5a3889fd1c;"1dc36815-b882-11ef-8c33-ac5a3889fd1c";true;КОРН013.07 (Скрытый);5;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН013.07 (Скрытый);КОРН013.07 (Скрытый)
e29a923e-b917-11ef-8c33-ac5a3889fd1c;b1bc2e0b-b917-11ef-8c33-ac5a3889fd1c;false;Серебро;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН013.07 (Скрытый);Серебро
"52406e65-9068-11f0-8c58-da259c30adc2";b1bc2e0b-b917-11ef-8c33-ac5a3889fd1c;false;Черный;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН013.07 (Скрытый);Черный
ee68cba5-2c31-11f1-8c6d-eac0bdb30edb;"1dc36815-b882-11ef-8c33-ac5a3889fd1c";true;КОРН0У7.06;5;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН0У7.06;КОРН0У7.06
"7a40b546-2c32-11f1-8c6d-eac0bdb30edb";ee68cba5-2c31-11f1-8c6d-eac0bdb30edb;false;Черный;6;Двери;Волховец / Лайсвуд;Комплектующие;Короба;КОРН0У7.06;Черный
"1dc36815-b882-11ef-8c33-ac5a3889fd1c";"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Короба;4;Двери;Волховец / Лайсвуд;Комплектующие;Короба;Короба;Короба
df8be063-f0f0-11ef-8c34-ff845b378e2b;d97668f9-f0f0-11ef-8c34-ff845b378e2b;false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0530.00;Гладкая эмаль
d97668f9-f0f0-11ef-8c34-ff845b378e2b;"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";true;НАЛ0530.00;5;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0530.00;НАЛ0530.00
ed44895a-9066-11f0-8c58-da259c30adc2;d97668f9-f0f0-11ef-8c34-ff845b378e2b;false;Шпон с эффектом Naturwood;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0530.00;Шпон с эффектом Naturwood
"8d42805e-b915-11ef-8c33-ac5a3889fd1c";"823a2ae9-b915-11ef-8c33-ac5a3889fd1c";false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0539.00;Гладкая эмаль
"8d354fa0-f0f1-11ef-8c34-ff845b378e2b";"823a2ae9-b915-11ef-8c33-ac5a3889fd1c";false;Ламинатин;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0539.00;Ламинатин
"823a2ae9-b915-11ef-8c33-ac5a3889fd1c";"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";true;НАЛ0539.00;5;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0539.00;НАЛ0539.00
bde745ff-7513-11f0-8c54-cbf89a94249a;"823a2ae9-b915-11ef-8c33-ac5a3889fd1c";false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0539.00;Полипропилен
"9d07df10-7513-11f0-8c54-cbf89a94249a";"823a2ae9-b915-11ef-8c33-ac5a3889fd1c";false;Шпон с эффектом Naturwood;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0539.00;Шпон с эффектом Naturwood
"00c1b11d-b916-11ef-8c33-ac5a3889fd1c";f83c7302-b915-11ef-8c33-ac5a3889fd1c;false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0549.00;Гладкая эмаль
"0b28568a-f0f2-11ef-8c34-ff845b378e2b";f83c7302-b915-11ef-8c33-ac5a3889fd1c;false;Ламинатин;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0549.00;Ламинатин
f83c7302-b915-11ef-8c33-ac5a3889fd1c;"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";true;НАЛ0549.00;5;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0549.00;НАЛ0549.00
f3a564ce-7513-11f0-8c54-cbf89a94249a;f83c7302-b915-11ef-8c33-ac5a3889fd1c;false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0549.00;Полипропилен
df375f0a-7513-11f0-8c54-cbf89a94249a;f83c7302-b915-11ef-8c33-ac5a3889fd1c;false;Шпон с эффектом Naturwood;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ0549.00;Шпон с эффектом Naturwood
"920dc18c-f0f2-11ef-8c34-ff845b378e2b";"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";true;НАЛ1152.20;5;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1152.20;НАЛ1152.20
a4e766c4-f0f2-11ef-8c34-ff845b378e2b;"920dc18c-f0f2-11ef-8c34-ff845b378e2b";false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1152.20;Полипропилен
f0899751-f0f2-11ef-8c34-ff845b378e2b;e39d230a-f0f2-11ef-8c34-ff845b378e2b;false;Ламинатин;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1157.20;Ламинатин
e39d230a-f0f2-11ef-8c34-ff845b378e2b;"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";true;НАЛ1157.20;5;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1157.20;НАЛ1157.20
"1682a45b-7514-11f0-8c54-cbf89a94249a";e39d230a-f0f2-11ef-8c34-ff845b378e2b;false;ПЭТ;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1157.20;ПЭТ
bbe30507-9067-11f0-8c58-da259c30adc2;"7c2f7754-5270-11f0-8c50-dc689ad6f211";false;Бук без эффектов;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1670.20;Бук без эффектов
"85d1a172-5270-11f0-8c50-dc689ad6f211";"7c2f7754-5270-11f0-8c50-dc689ad6f211";false;Дуб с эффектами матовый;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1670.20;Дуб с эффектами матовый
"7c2f7754-5270-11f0-8c50-dc689ad6f211";"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";true;НАЛ1670.20;5;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1670.20;НАЛ1670.20
"50b4a792-7514-11f0-8c54-cbf89a94249a";"40acf1a1-7514-11f0-8c54-cbf89a94249a";false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1688.20;Гладкая эмаль
"40acf1a1-7514-11f0-8c54-cbf89a94249a";"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";true;НАЛ1688.20;5;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;НАЛ1688.20;НАЛ1688.20
"47a2cb73-b888-11ef-8c33-ac5a3889fd1c";"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Наличники;4;Двери;Волховец / Лайсвуд;Комплектующие;Наличники;Наличники;Наличники
"60008f88-f0f3-11ef-8c34-ff845b378e2b";"560c28be-f0f3-11ef-8c34-ff845b378e2b";false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;ПЛС012;Гладкая эмаль
"560c28be-f0f3-11ef-8c34-ff845b378e2b";"49cd40aa-f0f3-11ef-8c34-ff845b378e2b";true;ПЛС012;5;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;ПЛС012;ПЛС012
"67578609-f0f3-11ef-8c34-ff845b378e2b";"560c28be-f0f3-11ef-8c34-ff845b378e2b";false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;ПЛС012;Полипропилен
"7d056d98-7514-11f0-8c54-cbf89a94249a";"74cbb0c2-7514-11f0-8c54-cbf89a94249a";false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;ПЛС062;Гладкая эмаль
"74cbb0c2-7514-11f0-8c54-cbf89a94249a";"49cd40aa-f0f3-11ef-8c34-ff845b378e2b";true;ПЛС062;5;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;ПЛС062;ПЛС062
"4f0e5d67-9067-11f0-8c58-da259c30adc2";"2350d5d6-9067-11f0-8c58-da259c30adc2";false;Бук без эффектов;6;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;ПЛС067;Бук без эффектов
"2350d5d6-9067-11f0-8c58-da259c30adc2";"49cd40aa-f0f3-11ef-8c34-ff845b378e2b";true;ПЛС067;5;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;ПЛС067;ПЛС067
"49cd40aa-f0f3-11ef-8c34-ff845b378e2b";"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Плинтусы;4;Двери;Волховец / Лайсвуд;Комплектующие;Плинтусы;Плинтусы;Плинтусы
"0fdae528-5271-11f0-8c50-dc689ad6f211";fd0a49a8-5270-11f0-8c50-dc689ad6f211;false;Дуб с эффектами матовый;5;Двери;Волховец / Лайсвуд;Комплектующие;Подпортальные декор. планки;Дуб с эффектами матовый;Дуб с эффектами матовый
fd0a49a8-5270-11f0-8c50-dc689ad6f211;"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Подпортальные декор. планки;4;Двери;Волховец / Лайсвуд;Комплектующие;Подпортальные декор. планки;Подпортальные декор. планки;Подпортальные декор. планки
"8851d43e-b78c-11ef-8c33-ac5a3889fd1c";f90aa606-b883-11ef-8c33-ac5a3889fd1c;false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Пороги;ПОР013.07;Гладкая эмаль
"49dc7ec5-526e-11f0-8c50-dc689ad6f211";f90aa606-b883-11ef-8c33-ac5a3889fd1c;false;Дуб с эффектами матовый;6;Двери;Волховец / Лайсвуд;Комплектующие;Пороги;ПОР013.07;Дуб с эффектами матовый
f90aa606-b883-11ef-8c33-ac5a3889fd1c;e19a0f21-b883-11ef-8c33-ac5a3889fd1c;true;ПОР013.07;5;Двери;Волховец / Лайсвуд;Комплектующие;Пороги;ПОР013.07;ПОР013.07
"0050511b-b884-11ef-8c33-ac5a3889fd1c";f90aa606-b883-11ef-8c33-ac5a3889fd1c;false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Пороги;ПОР013.07;Полипропилен
e19a0f21-b883-11ef-8c33-ac5a3889fd1c;"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Пороги;4;Двери;Волховец / Лайсвуд;Комплектующие;Пороги;Пороги;Пороги
a4a914bf-7514-11f0-8c54-cbf89a94249a;"1e18298e-f0f4-11ef-8c34-ff845b378e2b";false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ013;Гладкая эмаль
"2a5c1e68-f0f4-11ef-8c34-ff845b378e2b";"1e18298e-f0f4-11ef-8c34-ff845b378e2b";false;Ламинатин;6;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ013;Ламинатин
d10f5207-7514-11f0-8c54-cbf89a94249a;"1e18298e-f0f4-11ef-8c34-ff845b378e2b";false;ПЭТ;6;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ013;ПЭТ
"5df72f4f-f0f4-11ef-8c34-ff845b378e2b";"1e18298e-f0f4-11ef-8c34-ff845b378e2b";false;Полипропилен;6;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ013;Полипропилен
"1e18298e-f0f4-11ef-8c34-ff845b378e2b";"141bf713-f0f4-11ef-8c34-ff845b378e2b";true;СЭЛ013;5;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ013;СЭЛ013
"7f6fd193-9067-11f0-8c58-da259c30adc2";acf397aa-526f-11f0-8c50-dc689ad6f211;false;Бук без эффектов;6;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ015;Бук без эффектов
b89cc925-526f-11f0-8c50-dc689ad6f211;acf397aa-526f-11f0-8c50-dc689ad6f211;false;Дуб с эффектами матовый;6;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ015;Дуб с эффектами матовый
acf397aa-526f-11f0-8c50-dc689ad6f211;"141bf713-f0f4-11ef-8c34-ff845b378e2b";true;СЭЛ015;5;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;СЭЛ015;СЭЛ015
"141bf713-f0f4-11ef-8c34-ff845b378e2b";"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Соединительный элемент;4;Двери;Волховец / Лайсвуд;Комплектующие;Соединительный элемент;Соединительный элемент;Соединительный элемент
"9734e2e6-2c32-11f1-8c6d-eac0bdb30edb";"7366aba1-b87b-11ef-8c33-ac5a3889fd1c";false;УПК03;5;Двери;Волховец / Лайсвуд;Комплектующие;Уплотнители;УПК03;УПК03
e829a293-b881-11ef-8c33-ac5a3889fd1c;"7366aba1-b87b-11ef-8c33-ac5a3889fd1c";false;УПК04;5;Двери;Волховец / Лайсвуд;Комплектующие;Уплотнители;УПК04;УПК04
"7366aba1-b87b-11ef-8c33-ac5a3889fd1c";"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Уплотнители;4;Двери;Волховец / Лайсвуд;Комплектующие;Уплотнители;Уплотнители;Уплотнители
e1f1fc6b-9068-11f0-8c58-da259c30adc2;"8503694a-b918-11ef-8c33-ac5a3889fd1c";true;Для металлических дверей;5;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Для металлических дверей;Для металлических дверей
"45f6d074-9069-11f0-8c58-da259c30adc2";e1f1fc6b-9068-11f0-8c58-da259c30adc2;false;Комплект фурнитуры удлинителей;6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Для металлических дверей;Комплект фурнитуры удлинителей
"05e08761-b4bf-11f0-8c5e-a6abec9b25d5";f9360dc5-b4be-11f0-8c5e-a6abec9b25d5;false;Замки Bonaiti;6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Замки, ригели (отдельно);Замки Bonaiti
f9360dc5-b4be-11f0-8c5e-a6abec9b25d5;"8503694a-b918-11ef-8c33-ac5a3889fd1c";true;Замки, ригели (отдельно);5;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Замки, ригели (отдельно);Замки, ригели (отдельно)
e3294c5e-b629-11f0-8c5e-a6abec9b25d5;f9360dc5-b4be-11f0-8c5e-a6abec9b25d5;false;Ригель;6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Замки, ригели (отдельно);Ригель
"6fbb8510-f0f5-11ef-8c34-ff845b378e2b";"8503694a-b918-11ef-8c33-ac5a3889fd1c";true;Ограничители;5;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Ограничители;Ограничители
dc09b25b-f0f5-11ef-8c34-ff845b378e2b;"6fbb8510-f0f5-11ef-8c34-ff845b378e2b";false;Скрытый магнитный (фиксатор);6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Ограничители;Скрытый магнитный (фиксатор)
"86cf6b00-2cc1-11f1-8c6d-eac0bdb30edb";"8503694a-b918-11ef-8c33-ac5a3889fd1c";true;Петли (без замка);5;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Петли (без замка);Петли (без замка)
"9596177c-2cc1-11f1-8c6d-eac0bdb30edb";"86cf6b00-2cc1-11f1-8c6d-eac0bdb30edb";false;Петли ФУР8СК без замка;6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Петли (без замка);Петли ФУР8СК без замка
ed19f70c-b918-11ef-8c33-ac5a3889fd1c;"8503694a-b918-11ef-8c33-ac5a3889fd1c";true;Петли с замком;5;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Петли с замком;Петли с замком
"79e44365-f0f6-11ef-8c34-ff845b378e2b";ed19f70c-b918-11ef-8c33-ac5a3889fd1c;false;ФУР1С-SW - скрытые петли;6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Петли с замком;ФУР1С-SW - скрытые петли
"1e78781d-b919-11ef-8c33-ac5a3889fd1c";ed19f70c-b918-11ef-8c33-ac5a3889fd1c;false;ФУР6С - скрытые петли;6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Петли с замком;ФУР6С - скрытые петли
b1243a1d-b919-11ef-8c33-ac5a3889fd1c;ed19f70c-b918-11ef-8c33-ac5a3889fd1c;false;ФУР8СК - скрытые петли;6;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Петли с замком;ФУР8СК - скрытые петли
"8503694a-b918-11ef-8c33-ac5a3889fd1c";"0d157e20-b87a-11ef-8c33-ac5a3889fd1c";true;Фурнитура;4;Двери;Волховец / Лайсвуд;Комплектующие;Фурнитура;Фурнитура;Фурнитура
"641b5543-9066-11f0-8c58-da259c30adc2";"45cd00e1-9066-11f0-8c58-da259c30adc2";false;Гладкая эмаль;4;Двери;Волховец / Лайсвуд;Накладки на входные двери;Гладкая эмаль;Гладкая эмаль;Гладкая эмаль
"45cd00e1-9066-11f0-8c58-da259c30adc2";"7b01cd9d-2f99-11ef-8c2d-e3b23f4f9065";true;Накладки на входные двери;3;Двери;Волховец / Лайсвуд;Накладки на входные двери;Накладки на входные двери;Накладки на входные двери;Накладки на входные двери
"483d32db-b87b-11ef-8c33-ac5a3889fd1c";d285db05-b879-11ef-8c33-ac5a3889fd1c;true;"0010";4;Двери;Волховец / Лайсвуд;Полотна;"0010";"0010";"0010"
e74ce4f5-5248-11f0-8c50-dc689ad6f211;"483d32db-b87b-11ef-8c33-ac5a3889fd1c";false;Гладкая эмаль;5;Двери;Волховец / Лайсвуд;Полотна;"0010";Гладкая эмаль;Гладкая эмаль
e81b13bc-f0e8-11ef-8c34-ff845b378e2b;"483d32db-b87b-11ef-8c33-ac5a3889fd1c";false;Ламинатин;5;Двери;Волховец / Лайсвуд;Полотна;"0010";Ламинатин;Ламинатин
cf89e3d0-b87b-11ef-8c33-ac5a3889fd1c;"483d32db-b87b-11ef-8c33-ac5a3889fd1c";false;Под окраску;5;Двери;Волховец / Лайсвуд;Полотна;"0010";Под окраску;Под окраску
f68d1189-74e4-11f0-8c54-cbf89a94249a;"483d32db-b87b-11ef-8c33-ac5a3889fd1c";false;Полипропилен;5;Двери;Волховец / Лайсвуд;Полотна;"0010";Полипропилен;Полипропилен
f06779a8-750d-11f0-8c54-cbf89a94249a;"483d32db-b87b-11ef-8c33-ac5a3889fd1c";false;Шпон с эффектом Naturwood;5;Двери;Волховец / Лайсвуд;Полотна;"0010";Шпон с эффектом Naturwood;Шпон с эффектом Naturwood
"6ded9098-2c2f-11f1-8c6d-eac0bdb30edb";d285db05-b879-11ef-8c33-ac5a3889fd1c;true;"0015";4;Двери;Волховец / Лайсвуд;Полотна;"0015";"0015";"0015"
"9a2d4fd2-2c30-11f1-8c6d-eac0bdb30edb";"6ded9098-2c2f-11f1-8c6d-eac0bdb30edb";false;Утолщенное с алю. кромкой;5;Двери;Волховец / Лайсвуд;Полотна;"0015";Утолщенное с алю. кромкой;Утолщенное с алю. кромкой
"38c65ab2-f0ea-11ef-8c34-ff845b378e2b";d285db05-b879-11ef-8c33-ac5a3889fd1c;true;"14** (Galant)";4;Двери;Волховец / Лайсвуд;Полотна;"14** (Galant)";"14** (Galant)";"14** (Galant)"
"79249890-f0ea-11ef-8c34-ff845b378e2b";"38c65ab2-f0ea-11ef-8c34-ff845b378e2b";true;"1401 (Galant)";5;Двери;Волховец / Лайсвуд;Полотна;"14** (Galant)";"1401 (Galant)";"1401 (Galant)"
a0caa272-f0ea-11ef-8c34-ff845b378e2b;"79249890-f0ea-11ef-8c34-ff845b378e2b";false;Полипропилен;6;Двери;Волховец / Лайсвуд;Полотна;"14** (Galant)";"1401 (Galant)";Полипропилен
a76fffbf-cd04-11f0-8c60-ed99052a37f1;d285db05-b879-11ef-8c33-ac5a3889fd1c;true;"21** (Neo)";4;Двери;Волховец / Лайсвуд;Полотна;"21** (Neo)";"21** (Neo)";"21** (Neo)"
cd126371-cd04-11f0-8c60-ed99052a37f1;a76fffbf-cd04-11f0-8c60-ed99052a37f1;false;Ламинатин;5;Двери;Волховец / Лайсвуд;Полотна;"21** (Neo)";Ламинатин;Ламинатин
f8fabb38-74e5-11f0-8c54-cbf89a94249a;d285db05-b879-11ef-8c33-ac5a3889fd1c;true;"25** (Centro)";4;Двери;Волховец / Лайсвуд;Полотна;"25** (Centro)";"25** (Centro)";"25** (Centro)"
fae16401-74e6-11f0-8c54-cbf89a94249a;f8fabb38-74e5-11f0-8c54-cbf89a94249a;true;"2501 (Centro)";5;Двери;Волховец / Лайсвуд;Полотна;"25** (Centro)";"2501 (Centro)";"2501 (Centro)"
"6c3ef7ec-74e6-11f0-8c54-cbf89a94249a";fae16401-74e6-11f0-8c54-cbf89a94249a;false;ПЭТ;6;Двери;Волховец / Лайсвуд;Полотна;"25** (Centro)";"2501 (Centro)";ПЭТ
"8ecbad01-5256-11f0-8c50-dc689ad6f211";d285db05-b879-11ef-8c33-ac5a3889fd1c;true;"73** (Antique)";4;Двери;Волховец / Лайсвуд;Полотна;"73** (Antique)";"73** (Antique)";"73** (Antique)"
